-1.462395209580832933e+01,2.161219766573229673e-01,-1.173240874031021841e+00,nan
-5.619557195571859509e+00,8.396752666433135448e-02,4.560816973313220335e-01,nan
3.415693950177902138e+01,4.238269358035923889e-02,-1.208704312167214967e+00,nan
2.164705882352894850e+00,2.644147412127386132e-01,9.278477796150930157e-01,nan
-1.484925373134321447e+01,1.380012887451474990e-01,1.354014188877449953e+00,nan
4.560516605165860327e+00,1.930429904391275410e-03,-7.495263209552345263e-01,nan
-1.891724137931026206e+01,1.005701616806058962e-01,3.457080409276008792e-01,nan
-1.524680851063818032e+01,1.127350821566014266e-01,1.462883183716719993e-01,nan
7.582758620689483919e+00,9.636252031316074398e-03,-1.922213199875459355e-01,nan
2.886691449814097155e+01,-2.516847648792565062e-01,-1.033049100028569756e+00,nan
5.340370370370455078e+01,1.272996205734066022e-01,3.838643076807690124e-01,nan
2.226645914396906392e+02,4.012229870229241935e-03,-1.641278425619121739e+00,nan
5.610909090909147068e+01,-6.307449395710344742e-02,6.278558322654183010e-01,nan
1.585659574468102164e+02,-1.944793457348479443e-02,7.794446768180686158e-01,nan
1.235297577854685471e+02,-9.018414463046152407e-02,1.175034526060056428e-02,nan
6.084664536741320262e+01,-1.527334414887664416e-01,-1.246551584618497355e+00,nan
3.437499999999848797e+02,-1.792358105145719915e-01,-1.310407507817203943e+00,nan
3.375446945337558304e+02,-7.261144410607361932e-02,9.500714338722175967e-01,nan
1.171441558441572397e+02,-9.586673852837671039e-02,-8.792453943854568188e-02,nan
4.400543859649039291e+02,-4.430940579227336806e-02,-7.766773135263649319e-01,nan
3.001274760383342937e+02,-1.505144658541348601e-01,-1.667492013035374865e-01,nan
5.607275862068868264e+02,3.458675566137622837e-02,-8.008313331560835968e-02,nan
5.291390728476779941e+02,2.044531950288560121e-02,-1.096262694485355071e+00,nan
3.325888888888837300e+02,2.812371168858309178e-01,-6.083808208306606957e-01,nan
3.181422145328671718e+02,7.443725346515356334e-02,6.406046616560473472e-01,nan
1.144715867158689377e+02,-6.637837713311251810e-03,-1.237872406422038329e+00,nan
4.016064516128991499e+02,1.236800865229416707e-01,-5.731727852074126606e-01,nan
8.205776173285083814e+02,-2.984384167692771817e-02,1.134454663803651231e+00,nan
2.445475570032589019e+02,2.747030441712246529e-01,7.693072504761833130e-01,nan
3.967611111111056630e+02,-8.916458074388819433e-02,-1.413041749377660083e-01,nan
1.081684210526330503e+02,-9.539751612540528503e-02,-2.618573358477154223e+00,nan
8.113475177304834460e+02,-4.058144356235861283e-02,2.850124469048258558e-01,nan
5.013071895424725994e+02,7.556009507617891807e-02,-2.502236016455922640e-01,nan
7.151891891891752948e+02,5.343288867183840218e-02,-8.609588863475534648e-01,nan
6.235494880545923024e+02,1.296526624531004618e-02,-4.009870819089967897e-01,nan
2.042152974504212182e+01,8.726998870413931603e-03,-2.638682514032534954e+00,nan
1.493932907348260812e+02,-1.893660279059862228e-01,-1.016046855627013468e+00,nan
1.200424242424257102e+02,5.560369871283937088e-02,4.935406660176271387e-01,nan
8.761092150170445620e+02,-1.314481315289571794e-01,1.857805067274305166e+00,nan
1.284192052980146741e+02,-9.526623023759528408e-02,-1.860906762041978635e-01,nan
2.782333333333286873e+02,3.845044181016719215e-02,-1.217018551376584989e+00,nan
4.398179775280828494e+02,9.349989652016008068e-02,1.228251969617817130e+00,nan
6.368421052631415478e+02,-1.067569709270884404e-01,5.684979806804232316e-01,nan
2.678560509554093869e+02,1.988708106937000231e-01,-2.510981863537685710e-01,nan
3.513585657370447848e+02,1.009896558964032270e-01,-6.331419365624322282e-01,nan
2.921247422680356749e+02,3.488373019562152587e-03,-1.224755189846913561e+00,nan
3.625415094339556958e+02,-2.840412937031495944e-02,8.303777713474500555e-01,nan
1.226625386996926750e+02,1.002278516790307689e-01,1.228054040191898677e+00,nan
6.723880597014829164e+02,-8.517339356047314014e-02,1.434665623743823781e-01,nan
4.455225806451476842e+02,-1.452991828464161861e-01,-8.977067945649446212e-01,nan
3.752647940074858752e+02,1.058278206926194231e-01,-7.643459739508970952e-01,nan
2.726208588957009624e+02,1.069507637277296447e-01,2.549591823811133473e+00,nan
3.538822525597205413e+02,2.843713659624083623e-02,5.488121687227609513e-01,nan
8.315589353611990191e+02,1.483479991091790351e-01,9.587870251481853678e-01,nan
5.308139534883655415e+02,-1.227857251632755442e-01,8.960542319523168153e-01,nan
1.541732824427500930e+02,4.272602650907477567e-03,-3.955474666934642447e-01,nan
3.459459459459361028e+02,-5.318896029765056432e-02,3.106851642306277528e-01,nan
5.374090592334396206e+02,3.626539883031385664e-02,5.487369065848756167e-01,nan
2.429650602409650730e+02,5.813595494015563053e-02,-1.503237782515298160e-01,nan
2.755155844155805767e+02,9.568119137511484074e-02,1.181073216622233607e-01,nan
2.691147157190595749e+02,-1.353067126183402635e-01,1.634933240611484706e+00,nan
9.690246913580384103e+01,1.156667787340551479e-01,-7.129434626179318446e-01,nan
3.036916967508987568e+02,1.593353728875818165e-01,1.854916419198354038e+00,nan
4.292207792207692023e+02,1.066259645115766874e-01,9.882414023780099477e-01,nan
1.259385964912298164e+02,2.621164283595084354e-01,8.677096684046756714e-01,nan
3.332944983818705396e+02,-6.218293372586003454e-03,-1.687706637906705720e-01,nan
2.626162162162120808e+02,-1.117040881117902645e-01,2.012485775466355875e+00,nan
5.542372881355842082e+02,-2.099058596217262540e-02,3.015018638719823008e-01,nan
2.706339933993355089e+02,-1.683291545051828209e-01,2.437708450377579217e-02,nan
3.626334519572935733e+02,-1.352030658430700971e-01,3.937764581676665709e-02,nan
1.911879518072312010e+02,-3.562920619966344904e-02,1.230126680372070069e+00,nan
1.543538461538476554e+02,2.565837116962193035e-02,-1.126239247544425615e+00,nan
8.910645161290443639e+01,-1.693012599629966641e-01,9.679649770399351150e-01,nan
5.272268456375747974e+02,4.352084845199789831e-02,-4.184938281962846673e-01,nan
4.429553264604736569e+02,-1.184211896122852083e-02,-1.709013534409327573e+00,nan
2.993610223642177175e+02,1.716597451989484435e-01,1.294190964828412505e-01,nan
4.081433224755637070e+02,1.524261768051078381e-01,-8.171473039284384843e-01,nan
3.415384615384462030e+00,-1.934952712124864416e-01,-2.036387687269304081e+00,nan
5.387832699619614232e+02,-1.167127278645851626e-02,-2.986912458736084908e+00,nan
5.320071651090236173e+02,2.170904348134335415e-01,-1.068411202337521626e+00,nan
4.252050847457562668e+02,-5.709872812374321149e-02,-6.377886393893908434e-02,nan
9.309315960912194043e+01,1.200390798786439839e-01,3.046918202423376520e-01,nan
3.818481848184806609e+02,-1.075423279535855751e-02,1.442143108920516115e+00,nan
3.291967741935432628e+02,-2.846057072735480933e-02,5.301972373796168814e-01,nan
3.171999999999900410e+02,-2.814477669576122970e-03,-5.804307757037972804e-02,nan
5.245647058823443558e+02,1.710116471706821240e-01,-1.412886739782679424e+00,nan
3.857724137930962343e+02,2.034494127268093588e-01,-8.193775625972214982e-01,nan
3.265116788321122385e+02,-2.301271639237724431e-02,-1.007098708845684809e-01,nan
1.191655172413807691e+02,-1.654472338316805013e-01,-1.276974869153579384e+00,nan
3.879449275362260323e+02,1.268293404133148117e-01,1.471862289191878892e+00,nan
4.723472668810128994e+02,-9.770841202998797881e-02,1.094847991737079473e+00,nan
5.450511945392350981e+02,6.197198192386699916e-02,5.719264645757552445e-01,nan
3.884053156146105152e+02,5.379606544621923225e-02,-3.558995118397421664e-01,nan
5.070175438596378967e+02,-3.598025444590086108e-02,1.989973501485979623e+00,nan
5.391752577319537068e+02,-8.707247707125040370e-02,3.004334946434925047e-01,nan
8.133574007220111071e+02,-1.841612995797969055e-01,3.577097466694927341e-01,nan
3.235705882352884259e+02,1.867437105947320208e-01,-1.889167821672094183e-01,nan
3.459782312925037218e+02,-2.043523289737213255e-02,-1.268578074030485725e+00,nan
3.025727272727187938e+02,3.737187136297670520e-01,-7.332189984725591136e-01,nan
6.490909090908916141e+02,-1.044498938999102039e-01,-8.709602342014703680e-02,nan
9.280996784566140434e+01,-6.913753893155419328e-02,5.413634227927195397e-01,nan
